公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,48,苗栗縣,○○企業股份有限公司,苗栗縣竹南鎮港墘里光仁街,竹南鎮海口段港子墘小段,,,查處後勒令停工,,
2020-12-01,查處名單,49,苗栗縣,○○達精密工業有限公司,苗栗縣公館鄉玉谷村14鄰玉谷,公館鄉齊佳段,,,查處後勒令停工,,
2020-12-01,查處名單,50,苗栗縣,○○力機械工業有限公司,苗栗縣銅鑼鄉中平村中平,銅鑼鄉福安段,,,查處後勒令停工,,
2021-01-04,經勘查屬(新增)未登記工廠名單,43,苗栗縣,○○企業股份有限公司,苗栗縣竹南鎮港墘里光仁街,竹南鎮海口段港子墘小段616地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,44,苗栗縣,○○達精密工業有限公司,苗栗縣公館鄉玉谷村14鄰玉谷,公館鄉齊佳段115地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,45,苗栗縣,○○力機械工業有限公司,苗栗縣銅鑼鄉中平村中平,銅鑼鄉福安段420地號,,,查處後勒令停工,已裝設,
2021-01-04,待勘查案件名單,1,苗栗縣,,,竹南鎮海口段港子墘小段,,,,,大門深鎖，無法勘查
2021-01-04,經勘查非屬工廠及未達規模名單,115,苗栗縣,,,銅鑼鄉竹圍段,,,非屬工廠,,空地
2021-01-04,經勘查非屬工廠及未達規模名單,116,苗栗縣,○○定木雕工作室,苗栗縣三義鄉廣盛村八股路,三義鄉重河段,,,未達規模,已裝設,既有工廠
2021-01-04,經勘查非屬工廠及未達規模名單,117,苗栗縣,○○木屋,苗栗縣三義鄉廣盛村,三義鄉八股段,,,非屬工廠,,住家
2021-01-04,經勘查非屬工廠及未達規模名單,118,苗栗縣,○○企業社,苗栗縣苑裡鎮西平里,苑裡鎮苑北段,,,未達規模,,既有工廠
2021-01-04,經勘查非屬工廠及未達規模名單,119,苗栗縣,○○工業有限公司,苗栗縣公館鄉玉谷村,公館鄉五谷岡段,,,未達規模,已裝設,既有工廠
2021-01-04,經勘查非屬工廠及未達規模名單,120,苗栗縣,○○光纖通信股份有限公司,苗栗縣銅鑼鄉中平村,銅鑼鄉福安段,,,非屬工廠,已裝設,倉庫
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),43,苗栗縣,○○企業股份有限公司,苗栗縣竹南鎮港墘里光仁街,竹南鎮海口段港子墘小段616地號,,,查處後勒令停工,已裝設,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),44,苗栗縣,○○達精密工業有限公司,苗栗縣公館鄉玉谷村14鄰玉谷,公館鄉齊佳段115地號,,,查處後勒令停工,已裝設,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),45,苗栗縣,○○力機械工業有限公司,苗栗縣銅鑼鄉中平村中平,銅鑼鄉福安段420地號,,,查處後勒令停工,已裝設,
2021-02-01,,109,苗栗縣,,,銅鑼鄉竹圍段,,,非屬工廠,,空地
2021-02-01,,110,苗栗縣,○○定木雕工作室,苗栗縣三義鄉廣盛村八股路,三義鄉重河段,,,未達規模,已裝設,既有工廠
2021-02-01,,111,苗栗縣,○○木屋,苗栗縣三義鄉廣盛村,三義鄉八股段,,,非屬工廠,,住家
2021-02-01,,112,苗栗縣,○○企業社,苗栗縣苑裡鎮西平里,苑裡鎮苑北段,,,未達規模,,既有工廠
2021-02-01,,113,苗栗縣,○○工業有限公司,苗栗縣公館鄉玉谷村,公館鄉五谷岡段,,,未達規模,已裝設,既有工廠
2021-02-01,,114,苗栗縣,○○光纖通信股份有限公司,苗栗縣銅鑼鄉中平村,銅鑼鄉福安段,,,非屬工廠,已裝設,倉庫
2021-02-01,,292,苗栗縣,,,竹南鎮海口段港子墘小段735地號,,,未達規模,已裝設,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,45,苗栗縣,○○企業股份有限公司,苗栗縣竹南鎮港墘里,竹南鎮海口段港子墘小段616地號,,,查處後勒令停工,已裝設,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,46,苗栗縣,○○達精密工業有限公司,苗栗縣公館鄉玉谷村,公館鄉齊佳段115地號,,,查處後勒令停工,已裝設,
