公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,86,新竹市,○○企業社,新竹市香山區南港街,南港段,,,復查已停工,,
2021-01-04,經勘查屬(新增)未登記工廠名單,82,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,,
2021-01-04,經勘查屬(新增)未登記工廠名單,123,新竹市,○○行,新竹市北區南寮里東大路,新竹市新港段664-1、664-50地號,,,查處後勒令停工,,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),83,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),115,新竹市,○○行,新竹市北區南寮里東大路,新竹市新港段664-1、664-50地號,,,查處後勒令停工,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,85,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,116,新竹市,○○行,新竹市北區南寮里東大路,新竹市新港段664-1、664-50地號,,,已歇業,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,28,新竹市,○○醫電股份有限公司,新竹市東區中華路,新竹市前溪段972地號,,,勒令停工,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,84,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,113,新竹市,○○行,新竹市北區南寮里東大路,新竹市新港段664-1、664-50地號,,,已歇業,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,25,新竹市,○○醫電股份有限公司,新竹市東區中華路,新竹市前溪段972地號,,,勒令停工,,
2021-05-03,(109年)地方政府優先查處之疑似新增未登記工廠情形,81,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,,
2021-05-03,(109年)地方政府優先查處之疑似新增未登記工廠情形,110,新竹市,○○行,新竹市北區南寮里東大路,新竹市新港段664-1、664-50地號,,,已歇業,,
2021-05-03,(110年)地方政府優先查處之疑似新增未登記工廠情形,30,新竹市,○○醫電股份有限公司,新竹市東區中華路,新竹市前溪段972地號,,,勒令停工,,
2021-06-04,(109)地方政府優先查處之疑似新增未登記工廠情形,70,新竹市,○○企業社,新竹市香山區南港街,南港段561、563、564、565地號,,,已歇業,是,
