公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,51,彰化縣,,無門牌,鹿港鎮鹿安段,,,拆除違規轉供電表,,
2020-12-01,查處名單,52,彰化縣,,彰化縣鹿港鎮洋厝巷,鹿港鎮鹿草段,,,拆除違規轉供電表,,
2020-12-01,查處名單,53,彰化縣,,彰化縣鹿港鎮鹿和路,鹿港鎮振興段,,,拆除違規轉供電表,,
2020-12-01,查處名單,54,彰化縣,○○工業有限公司,大村鄉新興村旗興路,大村鄉新興段,,,查處後勒令停工,,
2020-12-01,查處名單,55,彰化縣,,無門牌,鹿港鎮鹿洋段,,,拆除違規轉供電表,,
2020-12-01,查處名單,56,彰化縣,,無門牌,花壇鄉新金墩段,,,拆除違規轉供電表,,
2020-12-01,查處名單,57,彰化縣,,無門牌,福興鄉中興段,,,拆除違規轉供電表,,
2020-12-01,查處名單,58,彰化縣,○○企業有限公司,無門牌,福興鄉中興段,,,拆除違規轉供電表,,
2020-12-01,查處名單,59,彰化縣,,彰化縣線西鄉中華路,線西鄉重振段,,,拆除違規轉供電表,,
2020-12-01,查處名單,60,彰化縣,○○興企業股份有限公司,線西鄉東興路,線西鄉德興段,,,查處後勒令停工,,
2020-12-01,查處名單,61,彰化縣,○○興業有限公司,埔鹽鄉出水村埔港路,埔鹽鄉光明段,,,查處後勒令停工,,
2020-12-01,查處名單,62,彰化縣,○○鋼鐵有限公司,鹿港鎮頂草路,鹿港鎮鹿鳴段,,,查處後勒令停工,,
2020-12-01,查處名單,63,彰化縣,○○塑膠股份有限公司,鹿港鎮頂路,鹿港鎮鹿鳴段,,,已歇業,,
2020-12-01,查處名單,64,彰化縣,○○股份有限公司,彰化縣線西鄉中華路,線西鄉重振段,,,查處後勒令停工,,
2020-12-01,查處名單,65,彰化縣,○○精機股份有限公司,無門牌,員林市香山段,,,查處後勒令停工,,
2021-01-04,經勘查屬(新增)未登記工廠名單,46,彰化縣,,無門牌,鹿港鎮鹿安段846地號,,,拆除違規轉供電表,,
2021-01-04,經勘查屬(新增)未登記工廠名單,47,彰化縣,,彰化縣鹿港鎮洋厝巷,鹿港鎮鹿草段1147地號,,,拆除違規轉供電表,,
2021-01-04,經勘查屬(新增)未登記工廠名單,48,彰化縣,,彰化縣鹿港鎮鹿和路,鹿港鎮振興段1001地號,,,拆除違規轉供電表,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,49,彰化縣,○○工業有限公司,大村鄉新興村旗興路,大村鄉新興段279、280、363地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,50,彰化縣,,無門牌,鹿港鎮鹿洋段1339地號,,,拆除違規轉供電表,,
2021-01-04,經勘查屬(新增)未登記工廠名單,51,彰化縣,,無門牌,花壇鄉新金墩段1028地號,,,拆除違規轉供電表,,
2021-01-04,經勘查屬(新增)未登記工廠名單,52,彰化縣,,無門牌,福興鄉中興段238地號,,,拆除違規轉供電表,,
2021-01-04,經勘查屬(新增)未登記工廠名單,53,彰化縣,○○企業有限公司,無門牌,福興鄉中興段614地號,,,拆除違規轉供電表,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,54,彰化縣,,彰化縣線西鄉中華路,線西鄉重振段463、464地號,,,拆除違規轉供電表,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,55,彰化縣,○○興企業股份有限公司,線西鄉東興路,線西鄉德興段322地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,56,彰化縣,○○興業有限公司,埔鹽鄉出水村埔港路,埔鹽鄉光明段2505、2506地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,57,彰化縣,○○鋼鐵有限公司,鹿港鎮頂草路,鹿港鎮鹿鳴段1352-1地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,58,彰化縣,○○塑膠股份有限公司,鹿港鎮頂路,鹿港鎮鹿鳴段1450地號,,,已歇業,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,59,彰化縣,○○股份有限公司,彰化縣線西鄉中華路,線西鄉重振段1007地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,60,彰化縣,○○精機股份有限公司,無門牌,員林市香山段433地號,,,查處後勒令停工,,
2021-01-04,經勘查屬(新增)未登記工廠名單,61,彰化縣,,彰化縣埔鹽鄉太平村,埔鹽鄉三省段862地號,,,查處後勒令停工,已裝設,
2021-01-04,經勘查屬(新增)未登記工廠名單,62,彰化縣,,彰化縣鹿港鎮彰濱五路,鹿港鎮東石段2-9地號,,,查處後勒令停工,已裝設,
