公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,80,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段,,,配合停工,,
2021-01-04,經勘查屬(新增)未登記工廠名單,129,花蓮縣,○○鋼鐵有限公司,花蓮縣吉安鄉南海七街,吉安鄉南埔段2904、2905至2905-20地號,,,查處後勒令停工,,
2021-01-04,經勘查非屬工廠及未達規模名單,221,花蓮縣,天文企業社,花蓮縣吉安鄉南海十三街,光明段,,,非屬工廠,已裝設,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),121,花蓮縣,○○鋼鐵有限公司,花蓮縣吉安鄉南海七街,吉安鄉南埔段2904、2905至2905-20地號,,,查處後勒令停工,,
2021-02-01,,216,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段,,,非屬工廠,已裝設,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,122,花蓮縣,○○鋼鐵有限公司,花蓮縣吉安鄉南海七街,吉安鄉南埔段2904、2905至2905-20地號,,,查處後勒令停工,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,191,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段,,,非屬工廠,已裝設,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,119,花蓮縣,○○鋼鐵有限公司,花蓮縣吉安鄉南海七街,吉安鄉南埔段2904、2905至2905-20地號,,,查處後勒令停工,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,191,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段,,,非屬工廠,已裝設,
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,219,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段,,,非屬工廠,已裝設,
2021-05-03,(109年)地方政府優先查處之疑似新增未登記工廠情形,117,花蓮縣,○○鋼鐵有限公司,花蓮縣吉安鄉南海七街,吉安鄉南埔段2904、2905至2905-20地號,,,查處後勒令停工,,
2021-06-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形統計表,164,花蓮縣,,,光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-06-04,(109)地方政府優先查處之疑似新增未登記工廠情形,63,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-07-01,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年6月18日),165,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-07-01,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-08-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年7月23日),174,花蓮縣,,,吉安鄉光明段286地號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-08-02,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-09-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年8月20日),171,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-09-02,地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-10-05,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年9月24日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-10-05,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-11-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年10月22日),177,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-11-02,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2021-12-01,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年11月21日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-12-01,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2022-01-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年12月19日),180,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-01-04,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2022-01-04,(110年)地方政府優先查處之疑似新增未登記工廠情形,67,花蓮縣,○○企業社,,吉安鄉仁愛段1131地號,,,勒令停工,,
2022-02-09,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年1月22日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-02-09,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2022-02-09,(110年)地方政府優先查處之疑似新增未登記工廠情形,65,花蓮縣,○○企業社,,吉安鄉仁愛段1131地號,,,勒令停工,,
2022-03-10,經濟部專案檢送109及110年度違反非都市土地使用管制案件查處情形表(截至111年2月20日),179,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-03-10,(109年)地方政府優先查處之疑似新增未登記工廠情形,62,花蓮縣,○○企業社,花蓮縣吉安鄉南海十三街,光明段286號,,,已歇業,是,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,69,花蓮縣,○○企業社,,吉安鄉仁愛段1131地號,,,勒令停工,,
2022-04-06,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年3月20日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-05-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年4月24日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-06-06,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年5月22日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-07-05,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年6月27日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-08-03,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年7月24日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-09-01,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年8月22日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-10-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年9月25日),178,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-12-02,經濟部專案檢送109及110年度違反非都市土地使用管制案件查處情形表(截至111年11月27日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-01-05,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年12月26日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-02-07,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年1月30日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-03-13,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年2月28日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-04-13,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年3月26日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-06-20,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年5月28日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-06-20,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年5月28日),629,花蓮縣,,,吉安鄉南埔段2226、2167-17、2167-35、2226-1地號,特定農業區、鄉村區,農牧用地、乙種建築用地,依工廠管理輔導法規定申請納管審核中,,
2023-06-20,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年5月28日),630,花蓮縣,,,新城鄉樹林段795地號,一般農業區,甲種建築用地,裁處罰鍰,,
2023-06-20,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年5月28日),631,花蓮縣,,,"吉安鄉光明段416 、417、418、419、
420、421、422地號",一般農業區,農牧用地,裁處罰鍰,,
2023-07-17,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年6月30日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-07-17,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年6月30日),661,花蓮縣,,,吉安鄉南埔段2226、2167-17、2167-35、2226-1地號,特定農業區、鄉村區,農牧用地、乙種建築用地,依工廠管理輔導法規定申請納管審核中,,
2023-07-17,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年6月30日),662,花蓮縣,,,新城鄉樹林段795地號,一般農業區,甲種建築用地,裁處罰鍰,,
2023-07-17,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年6月30日),663,花蓮縣,,,"吉安鄉光明段416 、417、418、419、
420、421、422地號",一般農業區,農牧用地,裁處罰鍰,,
2023-08-14,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年7月31日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-09-11,經濟部專案檢送109至111年度違反非都市土地使用管制案件查處情形表(截至112年8月28日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-10-20,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年9月28日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-11-16,"經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表
(截至112.10.31)",175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2023-12-22,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年11月30日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2024-01-26,經濟部專案檢送109至111年違反非都市土地使用管制案件查處情形表(截至112年12月31日),175,花蓮縣,,,吉安鄉光明段286號,一般農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
