公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2020-12-01,查處名單,47,基隆市,○○食品有限公司,基隆市七堵區福六街,,,,已歇業,,
2021-01-04,經勘查屬(新增)未登記工廠名單,42,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,已裝設,
2021-01-04,經勘查非屬工廠及未達規模名單,110,基隆市,○○汽車保養所,基隆市七堵區福六街,,,,非屬工廠,,
2021-01-04,經勘查非屬工廠及未達規模名單,111,基隆市,○○國際有限公司、○○豐國際有限公司,基隆市七堵區福六街,,,,非屬工廠,,
2021-02-01,地方政府優先查處之疑似新增未登記工廠情形(109年),42,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,已裝設,
2021-02-01,,104,基隆市,○○汽車保養所,基隆市七堵區福六街,七堵區,,,非屬工廠,,
2021-02-01,,105,基隆市,○○國際有限公司、○○豐國際有限公司,基隆市七堵區福六街,七堵區,,,非屬工廠,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,44,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,已裝設,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,27,基隆市,○○食品有限公司,基隆市中正區中正路,,,,勒令停工,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,87,基隆市,○○汽車保養所,基隆市七堵區福六街,,,,非屬工廠,,
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,88,基隆市,○○國際有限公司、○○豐國際有限公司,基隆市七堵區福六街,,,,非屬工廠,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,44,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,已裝設,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,24,基隆市,○○食品有限公司,基隆市中正區中正路,,,,勒令停工,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,87,基隆市,○○汽車保養所,基隆市七堵區福六街,,,,非屬工廠,,
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,88,基隆市,○○國際有限公司、○○豐國際有限公司,基隆市七堵區福六街,,,,非屬工廠,,
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,106,基隆市,○○汽車保養所,基隆市七堵區福六街,七堵區,,,非屬工廠,,
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,107,基隆市,○○國際有限公司、○○豐國際有限公司,基隆市七堵區福六街,七堵區,,,非屬工廠,,
2021-05-03,(109年)地方政府優先查處之疑似新增未登記工廠情形,42,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,已裝設,
2021-05-03,(110年)地方政府優先查處之疑似新增未登記工廠情形,29,基隆市,○○食品有限公司,基隆市中正區中正路,,,,勒令停工,,
2021-06-04,(109)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-06-04,(110年)地方政府優先查處之疑似新增未登記工廠情形,25,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,,
2021-07-01,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-07-01,(110年)地方政府優先查處之疑似新增未登記工廠情形,28,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-07-01,(110年)地方政府優先查處之疑似新增未登記工廠情形,29,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,勒令停工,,
2021-08-02,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-08-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,28,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-08-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,29,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已停工,,
2021-09-02,地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-09-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,24,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-09-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,25,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已停工,,
2021-10-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至110年9月24日）,32,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2021-10-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至110年9月24日）,33,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2021-10-05,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-10-05,(110年)地方政府優先查處之疑似新增未登記工廠情形,24,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-10-05,(110年)地方政府優先查處之疑似新增未登記工廠情形,25,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已停工,,
2021-11-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110.10.22）,32,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2021-11-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110.10.22）,33,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2021-11-02,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-11-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,23,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-11-02,(110年)地方政府優先查處之疑似新增未登記工廠情形,24,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已歇業,,
2021-12-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110年11月21日）,37,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2021-12-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110年11月21日）,38,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2021-12-01,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2021-12-01,(110年)地方政府優先查處之疑似新增未登記工廠情形,23,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2021-12-01,(110年)地方政府優先查處之疑似新增未登記工廠情形,24,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已歇業,,
2022-01-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110.12.19）,39,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-01-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至110.12.19）,40,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-01-04,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2022-01-04,(110年)地方政府優先查處之疑似新增未登記工廠情形,20,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2022-01-04,(110年)地方政府優先查處之疑似新增未登記工廠情形,21,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已歇業,,
2022-02-09,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至111.1.22）,49,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-02-09,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁處情形表（截至111.1.22）,50,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-02-09,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2022-02-09,(110年)地方政府優先查處之疑似新增未登記工廠情形,20,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2022-02-09,(110年)地方政府優先查處之疑似新增未登記工廠情形,21,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已歇業,,
2022-03-10,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至110.2.20）,49,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-03-10,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至110.2.20）,50,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-03-10,(109年)地方政府優先查處之疑似新增未登記工廠情形,41,基隆市,○○食品有限公司,基隆市七堵區福六街,七堵區百福里五堵段五堵北小段986地號,,,已歇業,是,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,20,基隆市,○○食品有限公司,基隆市中正區中正路,,,,已停工,是,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,21,基隆市,○○國際投資有限公司,安樂區麥金路,鶯歌石段鶯歌石小段134-23地號,,,已歇業,,
2022-04-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.3.20）,52,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-04-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.3.20）,53,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-05-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.4.24）,55,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-05-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.4.24）,56,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-06-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.5.22）,58,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-06-06,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.5.22）,59,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-07-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.6.27）,59,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-07-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.6.27）,60,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2022-07-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.6.27）,61,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-08-03,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.7.24）,61,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-08-03,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.7.24）,62,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2022-08-03,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.7.24）,63,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-09-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁罰情形（截至111.8.22）,62,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-09-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁罰情形（截至111.8.22）,63,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2022-09-01,經濟部專案檢送109年及110年違反都市計畫土地使用管制裁罰情形（截至111.8.22）,64,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-10-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.9.25）,64,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-10-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.9.25）,65,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2022-10-04,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.9.25）,66,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2022-12-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.11.27）,68,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2022-12-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.11.27）,69,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2022-12-02,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.11.27）,70,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-01-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.12.26）,69,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-01-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.12.26）,70,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-01-05,經濟部專案檢送109年及110年違反都市計畫土地使用管制查處情形表（截至111.12.26）,71,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-02-07,經濟部專案檢送109至111年違反都市計畫土地使用管制查處情形表（截至112年1月30日）,84,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-02-07,經濟部專案檢送109至111年違反都市計畫土地使用管制查處情形表（截至112年1月30日）,85,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-02-07,經濟部專案檢送109至111年違反都市計畫土地使用管制查處情形表（截至112年1月30日）,86,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-03-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年2月28日）,94,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-03-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年2月28日）,95,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-03-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年2月28日）,96,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-04-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.3.26）,94,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-04-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.3.26）,95,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-04-13,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.3.26）,96,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-06-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.5.28）,95,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-06-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.5.28）,96,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-06-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.5.28）,97,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-07-17,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.6.30）,124,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-07-17,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.6.30）,125,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-07-17,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.6.30）,126,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-08-14,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.7.31）,81,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-08-14,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.7.31）,82,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-08-14,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.7.31）,83,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-09-11,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年8月28日）,83,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-09-11,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年8月28日）,84,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-09-11,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112年8月28日）,85,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-10-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制裁罰查處情形表（截至112.9.28）,83,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-10-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制裁罰查處情形表（截至112.9.28）,84,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-10-20,經濟部專案檢送109年至111年違反都市計畫土地使用管制裁罰查處情形表（截至112.9.28）,85,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-11-16,"經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表
（截至112.10.31）",85,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-11-16,"經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表
（截至112.10.31）",86,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-11-16,"經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表
（截至112.10.31）",87,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2023-12-22,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.11.30）,87,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2023-12-22,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.11.30）,88,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2023-12-22,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.11.30）,89,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
2024-01-26,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.12.31）,87,基隆市,,,七堵區五堵段五堵北小段58-2地號,公園用地,,裁處罰鍰,,
2024-01-26,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.12.31）,88,基隆市,,,七堵區五堵段五堵北小段73-3地號,公園用地,,裁處罰鍰,,
2024-01-26,經濟部專案檢送109年至111年違反都市計畫土地使用管制查處情形表（截至112.12.31）,89,基隆市,,,中正區港濱段910地號,港埠用地,,裁處罰鍰,,
