公告日期,公告名稱,編號,縣市,工廠名稱或違章建築,地址,地號,使用分區,使用地,縣市政府查處情形,裝設AMI監控情形,違規建物樣態
2021-01-04,待勘查案件名單,9,南投縣,,,草屯鎮新豐段,,,,,
2021-01-04,經勘查非屬工廠及未達規模名單,204,南投縣,,,草屯鎮新光段,,,非屬工廠,,土石堆置非工廠
2021-01-04,經勘查非屬工廠及未達規模名單,205,南投縣,,,草屯鎮北投埔段,,,非屬工廠,,魚具包裝非工廠
2021-02-01,,199,南投縣,,,草屯鎮新光段,,,非屬工廠,,土石堆置非工廠
2021-02-01,,200,南投縣,,,草屯鎮北投埔段,,,非屬工廠,,魚具包裝非工廠
2021-03-02,地方政府優先查處之疑似新增未登記工廠情形,175,南投縣,,,草屯鎮新光段,,,非屬工廠,,土石堆置非工廠
2021-04-06,地方政府優先查處之疑似新增未登記工廠情形,175,南投縣,,,草屯鎮新光段,,,非屬工廠,,土石堆置非工廠
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,202,南投縣,,,草屯鎮新光段,,,非屬工廠,,土石堆置非工廠
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,203,南投縣,,,草屯鎮北投埔段,,,非屬工廠,,魚具包裝非工廠
2021-05-03,(109年)經勘查非屬工廠及未達規模名單,269,南投縣,,,草屯鎮新豐段,,,非屬工廠,,
2021-06-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形統計表,104,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-07-01,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年6月18日),105,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-08-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年7月23日),111,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-09-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年8月20日),108,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-10-05,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年9月24日),108,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-11-02,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年10月22日),109,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2021-12-01,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年11月21日),110,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-01-04,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至110年12月19日),109,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-01-04,(110年)地方政府優先查處之疑似新增未登記工廠情形,49,南投縣,○○企業有限公司,,草屯鎮青宅段458地號,,,勒令停工,,
2022-02-09,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年1月22日),109,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-02-09,(110年)地方政府優先查處之疑似新增未登記工廠情形,48,南投縣,○○企業有限公司,,草屯鎮青宅段458地號,,,勒令停工,,
2022-03-10,經濟部專案檢送109及110年度違反非都市土地使用管制案件查處情形表(截至111年2月20日),109,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
2022-03-10,(110年)地方政府優先查處之疑似新增未登記工廠情形,48,南投縣,○○企業有限公司,,草屯鎮青宅段458地號,,,勒令停工,,
2022-04-06,經濟部專案檢送109及110年違反非都市土地使用管制案件查處情形表(截至111年3月20日),109,南投縣,,,草屯鎮北投埔段1149地號,特定農業區,農牧用地,"裁處罰鍰                  已停止供水供電",,
